Negative,purchased for my husband and he is really pleased with it!
Negative,Power button fell off after a month.
Negative,Excellent value.
Negative,excelente
Negative,Does well for sub-$100 phone. Nice look and feel for the price.
Negative,8Gb internal memory is a lye. It has little more than 3Gb.
Negative,Excellent
Negative,Great Seller! Excelent Smartphone!
Negative,Worth for money
Negative,"This phone is s***. The layout already is bad, with the keyboard taking up over half of the screen when you use it. You will most likely have to search around and find a keyboard app with a smaller keyboard. Secondly, this phone's touch response is way off. For example, in Snapchat you can forget about drawing letters, or anything for that matter. This fluke also effects your typing ESPECIALLY if you have Swype on so typing anything will take 10x longer. I normally use excellent grammar and spelling but this phone has reduced me to using slang like ""r u"" and ""2morro"" because it's just not worth the stress trying to type a nice message. Also, this phone's battery heats up very quickly, which makes the phone crap out. This phone already is very glitchy, so someone with little patience should definitely not buy it!!! Once the battery heats up though, it gets much worse. Sometimes this phone even shuts itself off. Over all, this phone is just terrible, and not a good investment unless you're ready to pony up more money in a few months for a better phone when this one drives you insane."
Negative,I am very disappointed in this phone I have had three and they are all bad says 4glte it's never had LTE it takes 18-24hrs to download an app
Negative,Good
Negative,It is a good product for the rate it is offered on. At this rate there are no other mobiles that offer these features. Also the mobile is really good.
Negative,"This phone is OK. My only problem is that the charger does not work right, and the power button doesn't work ...every time I need to view my messages an push the power button it doesn't turn on always have to plug into charger real quick than take out to see the screen light up ...but it died completely an its says fully charge but when I need to turn on the phone by holding down on the power button it isn't turning on ...."
Negative,very good phone
Negative,"I've litterally had to get a replacment, because the phone would literally stop working on Facebook, and the browser. This happened so much, that I consistently called my phone carrier AT&T to see if this phone was really compatible with my carrier. Turns out it is. Back to the point though, the phone literally would stop working throughout the day, that I literally have to cut of the data connection 2x, then power it off/back on. This is constantly having. Even so with my replacement. Is it only the white Blu Studio C 5+5 that's acting up. Does the black Studio C 5+5 by far work better than the other colors? Or is it just the white one that's messed up, and the rest works perfectly fine. Just not white.Pls respond back to my last question guys. ""Does the black Blu studio C 5+5 work better than the white Blu studio C 5+5?"""
Negative,"Love this phone! Very quick response, beautiful screen. Comes with a screen protector and slim style case both were easy to install. Hoping Amazon will stock the BLU cases for this model."
Negative,I love my phone
Negative,Pretty good phone 👍
Negative,Works great
Negative,It is as expected and better. Thanks
Negative,I love this phone. It does all I want at half the cost of the big name phones.
Negative,"Got this to replace my old BLU Advance that quit. This phone is big and it's really easy to see the screen. The camera is also a lot better than on the old phone.By the way, BLU stands by their products. I called BLU customer service and they offered to fix my old phone since it was still under the 1 yr warranty. I sent it in and they couldn't repair it, so the sent me a free new replacement! I bought this new one anyway, since I wanted a bigger, better phone. But now we have a smartphone that my kids can play apps on without bothering with mine."
Negative,excellent product fast shipping
Negative,Purchased two of these a month ago. So far so good. Works excellent for the price
Negative,"Pone cannot share internet services without the use of mini usb. Speed dialing is headache.(Butt dialing all the time).Picture quality is appalling. Easy to get dirty, Sound fluctuates, I will not recommend this product unless you cannot afford a better phone."
Negative,Cool!
Negative,"Excelente, I love this cellphone"
Negative,Phone crashed after 2 weeks.
Negative,while in use or stand by this phone will be warm or hot killing the battery mine died with in 2-3 hours or just sitting there doing nothing from fully charged to dead I don't thing its the battery I think is the phone is just a power hog even while in stand by its still draining the battery and is always hot do not buy this phone also the 8 gb is a lie there is only 3.11gb available to use
Negative,"Excellent Phone!!!! Love It!!! Has all the newest features, great battery life. Very fast speed time on any search!!! Awesome Camera!! Love the extra features!!! Perfect Pitcutes!!!"
Negative,"i purchased this phone Aug.31 and it said it came with a 1yr warranty. The battery will not hold charge currently and ive tried sending it back have no luck like the warranty does not exist anymore, i am highly upset about this issue, do not buy"
Negative,I'm very happy with this phone. The button on the side feels a little odd at first but other than that it reminds me of Samsung Galaxy S3 which I loved but couldn't transfer from boost to att. I hate all the go phones from ATT but I like the service . This phone is a great replacement for it and for the price you can't beat that. The android system is really good and customizable. I like that it has two sim slots. I'm thinking about getting a second sim for international calls. So far I'm liking this phone a lot.
Negative,I really love my phone it's perfect for me
Negative,Good básic Phone
Negative,"Horrible phone. Very lagging! My son could not stand the phone after 1 week, we had to return it and bought a Samsung S5."
Negative,"I love this phone! I ordered the seafoam green color and it is beautiful. I got the lavender purple and white hard case too. It can play almost any app, the ones that don't work are super high memory, which is the only drawback with the 8 gb storage. You will need an SD card as most of the internal storage is for the system Operations and Google apps. It came with a screen protector, mines lasted since I bought it. It came with a silicone case but I also ordered the case separately from BLU. The hard case with rubbery protective layer will not fit over the jelly case though. It has protected my phone from breaking many times now. This phone is still working great. The only problem I had was with an BLU system update. I contacted them and they were helpful but the only solution left was doing a hard reset. Good thing everything backs up to Google and my SIM card, it made it easy to make it my old phone again. I would highly recommend this phone. It is cheap but not at all cheap quality and does more than I would expect with a cheap phone."
Negative,Good so far
Negative,excellent phone. battery hard enough and not overheat.
Negative,excellent phone
Negative,"Very nice phone! Good quality for the price! Good size, speed, battery, apps, etc."
Negative,great cell!
Negative,Phone started messing up soon as i got it. It won't let me use the bottom corner of the screen.
Negative,Gave as a give since the original person who ordered it changed their mind.
Negative,"Poor man samsung galaxy or htc phone. A good Android phone pretty much do everything as the high end phone. With this devices you can choose any carrier you like without a expensive contract, started at $20 a month. I had purchased more than four different blu phone ."
Negative,Great phone so far..Hubby loves it..
Negative,I got this phone on Friday. I am looking for a new phone already .Very bad phone .The review was good that why I bought it never again
Negative,I love this phone. A few of my close friends and family saw it liked it. The features and the price a big sell.
Negative,Love this phone they even have it all n my favorite color pink happy customer
Negative,very nice phone bundle. was gift . person very happy. he inserted his sim card from his phone that was damaged and this one started right up
Negative,"When I ordered this, the description mentioned that it was missing a small rubber cover. No big deal. It didn't say that the screen was malfunctioning so severely that it's quite difficult to use, or that it crashes all the time. I've now ordered a different phone and will consign this one to the garbage."
Negative,"Well worth the money, love phone and great reception, meets all my needs."
Negative,"This phone complete crap chiiinnaaa. phone,1st month battery reduce to 3 hrs standby ,picture solution very bad and after 5 months completed not charge any more !! Highly recommend DO NOT BUY THIS PHONE.Try it if you don't mind wasting your Money."
Negative,"I hate this thing so much i gave it to my brother in law when he dropped his in the toilet. I hoped he would continue the trend but no, he just uses it for work or whatever."
Negative,I can't say enough good things about this phone. Performance is excellent and the quality vs cost is undeniably one of its best features!!!
Negative,I am really impressed with how this phone works. For a cheap phone it really does have a lot of pricey features.It is super slim. Comes with a silicone case to protect the cornersThe speaker phone is loud which is nice because I use it a lot.It is android based. Has a decent camera. fast enough processor. If you are a tech junkie that has to have the best of the best this is not for you. But if you like to play simple games and use apps like Facebook this phone is perfect for the price.I could not be happier and this is the type of phone that I will continue to buy and save my big bucks for more important things.
Negative,excellet phone
Negative,Nice phone
Negative,A very good stock Android
Negative,I was wondering is if this phone works for straight talk phones
Negative,Very disappointed.... Had this phone only 6 days and now it wont charge....just sent it back...i don't recommend it
Negative,"Perfect phone for the price, check out my review video here: https://www.youtube.com/watch?v=cYYi4YHtPQYYou will not be disappointed in this phone! For a sub $100 phone, I am highly impressed and I think I will be sticking with BLU from now on!Thank you guys for making a great affordable phone!"
Negative,I'm not sure about this phone but I had to send it back because I could not hear when ppl called me the earpiece vol is very low even when I turned it up to the max
Negative,"Let me start by saying the look & feel of the phone was exceptional. I thought I had struck gold with this phone. But I was new to a Android operating system ( I own a I-pad and love the simplicity of the O.S. and it provided me with a rude awakening of what was in store. The ""owners manual"" is one sheet of paper and it starts off with the premise that the ""as delivered"" configuration of the phone need not be explained or instructions need not be provided. hence the phone would only remain ""on"" for a few seconds and then promptly shut down. being ""new "" to Android environment made my situation worse. I did reach ""tech support"" of my cell carrier who markets this phone hoping for some on-line assistance. The person told me I could clear any settings and put the phone in ""OEM"" baseline configuration by a simultaneous manipulation of the power key and some other key which I cannot recall. Doing this did not re-boot the phone as promised - but rather caused the screen to rapidly flash on and off - over and over. When I asked the tech support was this ""normal"" he replied that the phone had ""a total failure"" and was now totally useless. He implied that this was not the first time that this had occurred with this model of the Blu phone. Such a beautiful phone stuck with such poor user manual."
Negative,This phone is an ok model but the storage is crappy.. It freezes every now and then
Negative,Id like to send back
Negative,"First of all I would to say Thank you for the awesome and prompt delivery as estimate. This was the second attempt to buy and give to my mom that live overseas and would live soon..Had trouble get it for for the first time with another seller, in which guaranteeded to get the phone in two days and never seen it. But anyways, The second attempt was just great, had my package on the next day! THANK YOUUU Again!Second, the phone is just amazing so far, loved all the featuresthat the phone has it, and now we are considering to switch up our iphones and Galaxy note to it. Very affordable, great phone, comes with a case and screen protector! So glad I had bought this phone!"
Negative,Great phone for less money. Why get an apple or Samsung device when this will do everything.
Negative,I love it
Negative,Wonderful phone. Exactly what my wife wanted. Packaging was great. Very safe in transit.
Negative,Very good device.
Negative,Very nice my brother like it
Negative,"Well, I ordered this phone to replace my Galaxy S3 that I broke after 2 yrs. working construction. This phone was delivered to my hotel out of town in 24 hrs by amazon, awesome customer service, While the screen and cameras aren't as good as my samsung, the are very good. The build quality of the phone seems excellent after 1 month. I appreciate the lack of bloatware on the phone. When I got home and showed it to my wife, I had to order her one since its unlocked and works in the Dominican Republic(she has a Galaxy 4). In short , its a great phone, lots of quality at a very low price. I would of ordered one of their LTE phones but they had a backlog at the time. Go BLU, great quality at a great price! At this price compared to buying a phone from T Mobile or ATT, I can have a new phone every year at an affordable price!"
Negative,"This is my 3rd BLU phone, Love the good value. Takes great photos"
Negative,"Not a good phone at all, Sorry that's all I can say."
Negative,No complaint yet. I bought 5 haven't no problem from non
Negative,"Great phone, shipped on time. I recommend!!!"
Negative,I can not get Facebook to download. I keep getting error 504. The whole reason I got the phone was for Facebook. By by blu.
Negative,Absolutely loving the Blu's. They are great.
Negative,Read reviews over and over for different phones. This was a Christmas present. She loves it. We wanted all the features of the phone but didn't want to spend a small fortune on a phone for 14 yr old. I was surprised when I got it. Very well made phone and it comes with everything needed.
Negative,THE BEST FOR ITS TYPE AND LONG HOURS DURATION
Negative,It was working fine the first month and then start to crash alot can't open two apps at the same time.Change the phone ringtone and settings on its own. So disappointed
Negative,Very nice my brother like it
Negative,while in use or stand by this phone will be warm or hot killing the battery mine died with in 2-3 hours or just sitting there doing nothing from fully charged to dead I don't thing its the battery I think is the phone is just a power hog even while in stand by its still draining the battery and is always hot do not buy this phone also the 8 gb is a lie there is only 3.11gb available to use
Negative,"This phone is s***. The layout already is bad, with the keyboard taking up over half of the screen when you use it. You will most likely have to search around and find a keyboard app with a smaller keyboard. Secondly, this phone's touch response is way off. For example, in Snapchat you can forget about drawing letters, or anything for that matter. This fluke also effects your typing ESPECIALLY if you have Swype on so typing anything will take 10x longer. I normally use excellent grammar and spelling but this phone has reduced me to using slang like ""r u"" and ""2morro"" because it's just not worth the stress trying to type a nice message. Also, this phone's battery heats up very quickly, which makes the phone crap out. This phone already is very glitchy, so someone with little patience should definitely not buy it!!! Once the battery heats up though, it gets much worse. Sometimes this phone even shuts itself off. Over all, this phone is just terrible, and not a good investment unless you're ready to pony up more money in a few months for a better phone when this one drives you insane."
Negative,Best phone I've ever bought. Nice camera ( both sides)
Negative,great
Negative,Great phone! Quick delivery and you cant beat the price! Works just like my galaxy but way cheaper!
Negative,"Excellent Phone!!!! Love It!!! Has all the newest features, great battery life. Very fast speed time on any search!!! Awesome Camera!! Love the extra features!!! Perfect Pitcutes!!!"
Negative,Great phone
Negative,phone works great with any phone carrier i am using
Negative,Excelent
Negative,"Horrible phone. Very lagging! My son could not stand the phone after 1 week, we had to return it and bought a Samsung S5."
Negative,"Here goes a realistic review:I spent approximately 2 weeks researching a budget friendly replacement to my iPhone 5s that took a swim with me. I am over making payments to a device that needs warranties and all sorts of addons so an Android phone in the range of $50-$150 seems reasonable.I looked into EVERY brand from Nokia, LG, Motorola, Chinese brands, and finally the American company BLU. To be honest, I was trying to avoid BLU. I felt as if since it were an American manufacturer supported heavily by Amazon that there was some sort of catch. A lot of reviews I read for other BLU devices also scared me by talking about OS malfunctions and poor performance. This is the only BLU phone with excellent reviews across the board in my budget range.Here's my thoughts so far. The device looks fantastic and runs the latest version of Android, which isn't terrible coming from a long time iOS user. I will say that the hardware in this 5"" phone makes it operate smoothly. With an extra gigabyte of RAM it could be even better but being that its a sub $100 phone it's great! I spent the first few minutes uninstalling the Amazon Apps (obvious partnership) and configuring the settings to my liking.PRO:- 5"" display with good resolution and OK brightness- Smooth interface with little lag or freezing- Lightweight- Acceptable placement of volume and power buttons, although I think there are better places to put them- Dual SIM for both personal and business lines which can have different ringtone settings for each.- Excellent Bluetooth connectivity- Comes with a case and screen protector as well as the standard charging accessories. All quality material.CON:- Battery life is not to my liking. I fixed this by keeping the phone on a lower brightness setting. It seems this is the major cause of battery loss.- Needs an aftermarket APP for the camera. The default camera app is OK but the image quality is fairly low even in optimal light. An aftermarket APP made this problem go away and luckily can be set as the ""default"" so the better APP can be launched from the lock screen.- Notifications: This phone likes to tell you everything it's thinking about. It alerts you every time it drops a percentage down of battery from 10% to 1%. I couldn't find anywhere on the web or within the phone settings to stop notifying me. Not a huge con but more of an annoyance.Conclusion:I'm a person who needs a phone for calls, texting, email and the occasional web browsing. I'm not too sure if this is the phone for games and tons of use but this phone is fantastic at it's price point. I would recommend this product to anyone in need of a cost effective smartphone."
Negative,"This is a great phone at an incredible price. This phone is worth 5 times more. I am amazed about the quality of the phone, it does not feel cheap at all. It runs smoothly,the screen is bright and colorful. Android L is the best yet. Now, for those who like to leave bad reviews, you should take in consideration that this is a $90 cellphone before comparing it to any other overrated, overpriced phone. This phone will beat them any day of the week. Before complaining about the ""crappy"" cam, make sure you peel the protective plastic off the lens. If you are nostalgic about a certain brand, you should stick with them and not write bad reviews about this brand. If you like to throw your money away on overpriced phones it's ok. I am getting the best value and a better experience than you."
Negative,"the only thing with these is after about 6 months of using, the screen would constantly keep freezing and sometimes blackout"
Negative,Just great
Negative,excellent fhone
Negative,Excellent phone. 👍👍👍
Negative,I have bee using it since 6 months ago. BLU is a phone that will be a top brand as Apple and Samsung. KUDOS for BLu Team. I am using it in South America.
Negative,Perfect
Negative,Great phone
Negative,not worth it.. This phone just completely shut off. I lost all my family members wedding photos and baby shower of my nephew. This. Was total bs!
Negative,"I bought this 4G unlocked phone and traveled to India, UNFORTUNATELY THIS IS NOT WORKING ON 4G SIM, VERY UPSET. DONT KNOW WHAT TO DO. I READ THE SPEC IT SAYS UNLOCKED GSM, 4G LTE PHONE. BUT ITS NOT WORKING"
Negative,excelente
Negative,Great phone.
Negative,8Gb internal memory is a lye. It has little more than 3Gb.
Negative,Great phone for my daughter in Jamaica! Only negative is that it does not read FLOW or DIGICEL(Local carriers) Sim cards. I will have to unlock this phone. That sucks. I was thinking it is unlocked to any GSM carrier but it is only to US network SIM cards. I tried a Metro pcs SIM in it in Jamaica and it read it..
Negative,love it!
Negative,Excelente!
Negative,I am very disappointed in this phone I have had three and they are all bad says 4glte it's never had LTE it takes 18-24hrs to download an app
Negative,It is a good product for the rate it is offered on. At this rate there are no other mobiles that offer these features. Also the mobile is really good.
Negative,Great phone so far..Hubby loves it..
Negative,THANK YOU
Negative,Just great
Negative,I'm very happy with this phone. The button on the side feels a little odd at first but other than that it reminds me of Samsung Galaxy S3 which I loved but couldn't transfer from boost to att. I hate all the go phones from ATT but I like the service . This phone is a great replacement for it and for the price you can't beat that. The android system is really good and customizable. I like that it has two sim slots. I'm thinking about getting a second sim for international calls. So far I'm liking this phone a lot.
Negative,Excelent
Negative,I love the phone 😍
Negative,"Love this phone! Very quick response, beautiful screen. Comes with a screen protector and slim style case both were easy to install. Hoping Amazon will stock the BLU cases for this model."
Negative,I can`t t believe such a great phone costs less then $ 100! I`m using it for one week now and have no complains at all! I fully recommend it with no doubts!
Negative,Nice phone
Negative,Do not order this phone in the USA it only works on 2g.
Negative,"Incredible, it exceeded expectations. 5 stars..."
Negative,"When I ordered this, the description mentioned that it was missing a small rubber cover. No big deal. It didn't say that the screen was malfunctioning so severely that it's quite difficult to use, or that it crashes all the time. I've now ordered a different phone and will consign this one to the garbage."
Negative,"This phone freezes up..The keyboard words sticks , it take me 5 minutes to send a 3 word texts."
Negative,"Don't want to go through the trouble of returning it but I should. The signal is always in and out, and none of my Bluetooth devices are able to connect to this model. This isn't my first BLU phone but ALL I can really say is I for sure got what I paid for this time around! I'm not big on phones or tech and I still wouldn't recommend this phone to anyone."
Negative,"In realitty, it doesn't even deserve a 1. I can't stand this phone and I feel I just wasted my money."
Negative,Love this phone they even have it all n my favorite color pink happy customer
Negative,excellent phone
Negative,Wonderful phone. Exactly what my wife wanted. Packaging was great. Very safe in transit.
Negative,I just got it and i like it it's not to big
Negative,Great phone. I haven't had any problems so far!
Negative,first week awesome after that phone would lose charge fast and soon stopped charging all together
Negative,"I give 5 stars because the performance of this phone is excellent having in consideration the price,LTE,OS lollipop ,fast respons etc.No complaint for battery and camera didn't expected first quality for the price I paid"
Negative,"This phone is substandard at best! Constantly reboots, and locks up requiring restart. Holds an underwhelming # of apps. Would not buy or recommend."
Negative,This is the right phone for me
Negative,"A fantastic battery life. Read on reviews about this, but until I actually purchased and saw for myself, had trouble believing."
Negative,Works Perfectly
Negative,to many problems from the beginning . Not what i was expecting with all theglorifying they said about it.
Negative,Good works grate
Negative,"I am a Georgia Resident (USA) and T-mobile User.. I am tired of paying ridiculous prices for new phones and having them break all the time. Warranty is too expensive and only cover a couple of times. And half the time buying an older or used phone it ends up having something bad that I didn't know until long time use or it dies on you. So I though I would give this a try. The quality of these phones are actually decent and they work really well. They do not have the Bloatware (T-mobile apps, AT&T Apps, Verizon Apps, Etc) that most phones and thus makes it seem fairly fast. Long time I am not sure how long these will last but at a range of $200 or $300 for some, it is not life or death if they fall and break as compared to those $600-700 phones that you get in the store. This one in particular made it good for the screen size, similar to my S6 Edge. The only difference is quality in screen but it is still fairly different. If you are trying to the latest phone, at half the price, just compare the specs of these phones (RAM, PROCESSOR, STORAGE, BATTERY SIZE, ETC.)"
Negative,Worth for money
Negative,exelente
Negative,kool phone
Negative,Top demais recomendo
Negative,Great phone for less money. Why get an apple or Samsung device when this will do everything.
Negative,"This phone came right on time! So, far the phone doesn't send or receive pictures. But overall it's a great phone."
Negative,"Let me start by saying the look & feel of the phone was exceptional. I thought I had struck gold with this phone. But I was new to a Android operating system ( I own a I-pad and love the simplicity of the O.S. and it provided me with a rude awakening of what was in store. The ""owners manual"" is one sheet of paper and it starts off with the premise that the ""as delivered"" configuration of the phone need not be explained or instructions need not be provided. hence the phone would only remain ""on"" for a few seconds and then promptly shut down. being ""new "" to Android environment made my situation worse. I did reach ""tech support"" of my cell carrier who markets this phone hoping for some on-line assistance. The person told me I could clear any settings and put the phone in ""OEM"" baseline configuration by a simultaneous manipulation of the power key and some other key which I cannot recall. Doing this did not re-boot the phone as promised - but rather caused the screen to rapidly flash on and off - over and over. When I asked the tech support was this ""normal"" he replied that the phone had ""a total failure"" and was now totally useless. He implied that this was not the first time that this had occurred with this model of the Blu phone. Such a beautiful phone stuck with such poor user manual."
Negative,EXCELLENT PHONE
Negative,Wouldn't allow me to accept multimedia messages and people on the other end couldn't hear me.
Negative,Great phone! Quick delivery and you cant beat the price! Works just like my galaxy but way cheaper!
Negative,"Got this to replace my old BLU Advance that quit. This phone is big and it's really easy to see the screen. The camera is also a lot better than on the old phone.By the way, BLU stands by their products. I called BLU customer service and they offered to fix my old phone since it was still under the 1 yr warranty. I sent it in and they couldn't repair it, so the sent me a free new replacement! I bought this new one anyway, since I wanted a bigger, better phone. But now we have a smartphone that my kids can play apps on without bothering with mine."
Negative,"Awesome smart phone. Runs lightning quick, surprisingly durable, looks decent and best of all TONS of memory and no pre-loaded garbage or restrictions."
Negative,Excellent phone. 👍👍👍
Negative,"This really is a great phone at a great price. It comes with enough apps to get you started without overloading your entire memory with junk. I'm using the same net10 SIM card I had in my iPhone 4 . I also added 32gb sd card for additional storage.There is no reason, in my opinion to pay hundreds of dollars when the quality is right here in BLU. I am very happy with my new phone and when I'm shopping for my husbands next phone, I will be looking at BLU first."
Negative,"I love this phone, great for the price. I bought one for myself then purchased another for my son. Good phone, cool colors..received very quickly!!!"
Negative,"Love it! Got here pretty fast and it looks great! I ordered gold. The keyboard problem people have been having can be easily fixed by going to language and input and turning the pointer speed up and recalibrating the touch sensor. Camera flash is a bit bright and really isn't even necessary, it takes GREAT pictures with the selfie cam! I will include the selfie and update the post with pictures of the phone later. Overall great for what you pay! And looks better in person!"
